               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.020235,           0.0082348,          0.00021286,             0.95649,             0.95714,             0.97403,             0.74268,            0.020083,           0.0037471,          0.00016412,           0.0027235,           0.0027235,           0.0027235
                 149,            0.020084,           0.0082523,           0.0001821,             0.95559,             0.95717,             0.97436,             0.74271,            0.020082,           0.0037477,          0.00016219,            0.002674,            0.002674,            0.002674
                 150,            0.020101,           0.0082188,          0.00031741,             0.95601,             0.95755,             0.97438,             0.74275,            0.020086,           0.0037484,          0.00016134,           0.0026245,           0.0026245,           0.0026245
                 151,            0.020019,           0.0082108,          0.00022724,             0.95596,             0.95715,             0.97424,              0.7429,            0.020083,           0.0037486,          0.00015871,            0.002575,            0.002575,            0.002575
                 152,            0.019904,           0.0082744,          0.00030328,             0.95634,             0.95695,             0.97405,             0.74304,            0.020085,           0.0037486,          0.00015802,           0.0025255,           0.0025255,           0.0025255
                 153,            0.020082,           0.0081884,           0.0002153,             0.95622,             0.95749,              0.9741,             0.74301,            0.020084,           0.0037489,          0.00015657,            0.002476,            0.002476,            0.002476
                 154,            0.019982,           0.0081008,          0.00022541,             0.95742,             0.95707,             0.97418,             0.74318,            0.020081,           0.0037487,          0.00015553,           0.0024265,           0.0024265,           0.0024265
                 155,            0.019898,           0.0082618,          0.00023229,             0.95739,             0.95658,             0.97435,             0.74284,            0.020078,           0.0037488,          0.00015433,            0.002377,            0.002377,            0.002377
                 156,            0.019911,           0.0081666,          0.00018503,             0.95735,             0.95659,             0.97445,             0.74352,            0.020076,           0.0037491,          0.00015342,           0.0023275,           0.0023275,           0.0023275
                 157,            0.019721,           0.0080734,          0.00023502,             0.95632,             0.95617,             0.97421,             0.74369,            0.020078,           0.0037494,          0.00015301,            0.002278,            0.002278,            0.002278
                 158,            0.019615,           0.0080094,          0.00021439,             0.95578,             0.95709,             0.97443,             0.74368,            0.020083,           0.0037504,          0.00015235,           0.0022285,           0.0022285,           0.0022285
                 159,            0.019592,           0.0080633,           0.0002504,             0.95597,              0.9569,             0.97439,             0.74373,            0.020081,           0.0037507,          0.00015174,            0.002179,            0.002179,            0.002179
                 160,            0.019512,            0.007995,          0.00019753,             0.95616,             0.95712,             0.97437,             0.74389,            0.020077,           0.0037516,          0.00015011,           0.0021295,           0.0021295,           0.0021295
                 161,            0.019591,           0.0080496,          0.00018363,             0.95598,             0.95714,             0.97422,             0.74389,            0.020075,           0.0037522,          0.00014879,             0.00208,             0.00208,             0.00208
                 162,            0.019585,           0.0079761,           0.0002142,             0.95585,             0.95711,             0.97431,             0.74397,            0.020073,           0.0037531,          0.00014884,           0.0020305,           0.0020305,           0.0020305
                 163,             0.01945,           0.0079927,          0.00025026,             0.95587,             0.95713,             0.97404,             0.74353,            0.020065,           0.0037537,           0.0001483,            0.001981,            0.001981,            0.001981
                 164,            0.019334,           0.0080214,          0.00027009,             0.95586,             0.95718,             0.97411,             0.74359,            0.020064,           0.0037544,          0.00014833,           0.0019315,           0.0019315,           0.0019315
                 165,            0.019149,           0.0078824,          0.00016629,             0.95592,              0.9577,             0.97425,              0.7439,            0.020067,           0.0037551,          0.00014827,            0.001882,            0.001882,            0.001882
                 166,            0.019124,           0.0078515,          0.00024067,             0.95608,             0.95768,             0.97411,              0.7437,            0.020063,           0.0037555,          0.00014804,           0.0018325,           0.0018325,           0.0018325
                 167,            0.019108,           0.0078086,          0.00018302,              0.9559,             0.95769,             0.97418,             0.74384,            0.020061,           0.0037566,          0.00014746,            0.001783,            0.001783,            0.001783
                 168,            0.019263,           0.0080387,          0.00015328,             0.95632,             0.95763,             0.97415,             0.74403,            0.020054,            0.003757,          0.00014696,           0.0017335,           0.0017335,           0.0017335
                 169,            0.018962,            0.007801,          0.00015015,              0.9568,             0.95739,             0.97417,             0.74408,            0.020052,            0.003758,          0.00014598,            0.001684,            0.001684,            0.001684
                 170,            0.018971,           0.0077212,          0.00020044,             0.95669,             0.95713,             0.97419,             0.74434,            0.020049,           0.0037582,          0.00014523,           0.0016345,           0.0016345,           0.0016345
                 171,             0.01889,           0.0079756,          0.00016905,             0.95642,             0.95721,             0.97434,              0.7444,            0.020044,           0.0037582,          0.00014462,            0.001585,            0.001585,            0.001585
                 172,            0.018866,           0.0077167,          0.00016896,             0.95648,             0.95662,             0.97437,             0.74393,            0.020043,           0.0037587,          0.00014381,           0.0015355,           0.0015355,           0.0015355
                 173,            0.018789,           0.0077008,          0.00017699,             0.95599,             0.95668,             0.97413,             0.74379,            0.020038,           0.0037593,          0.00014224,            0.001486,            0.001486,            0.001486
                 174,            0.018713,           0.0077977,          0.00020196,             0.95928,              0.9546,             0.97422,             0.74384,            0.020035,           0.0037599,          0.00014141,           0.0014365,           0.0014365,           0.0014365
                 175,            0.018782,            0.007691,          0.00016227,             0.95737,             0.95639,             0.97426,             0.74413,            0.020033,             0.00376,          0.00014007,            0.001387,            0.001387,            0.001387
                 176,            0.018364,           0.0076278,          0.00014022,             0.95833,             0.95567,             0.97428,              0.7447,             0.02003,           0.0037603,          0.00013959,           0.0013375,           0.0013375,           0.0013375
                 177,            0.018454,           0.0076809,          0.00017311,             0.96003,             0.95449,             0.97431,             0.74426,            0.020028,           0.0037605,          0.00013968,            0.001288,            0.001288,            0.001288
                 178,             0.01831,           0.0076564,          0.00017872,             0.96002,             0.95477,             0.97435,             0.74472,            0.020026,           0.0037612,          0.00013904,           0.0012385,           0.0012385,           0.0012385
                 179,             0.01853,           0.0076953,          0.00017137,                0.96,              0.9549,             0.97439,             0.74515,            0.020025,           0.0037618,          0.00013847,            0.001189,            0.001189,            0.001189
                 180,            0.018545,           0.0076302,          0.00010531,             0.95939,             0.95511,             0.97443,             0.74537,            0.020023,           0.0037625,          0.00013776,           0.0011395,           0.0011395,           0.0011395
                 181,            0.018318,           0.0077328,          0.00015745,             0.96044,             0.95595,             0.97363,             0.74524,            0.020021,           0.0037628,          0.00013707,             0.00109,             0.00109,             0.00109
                 182,            0.018253,           0.0075911,          0.00010316,             0.95954,             0.95562,             0.97365,             0.74535,            0.020019,           0.0037634,          0.00013726,           0.0010405,           0.0010405,           0.0010405
                 183,            0.018215,           0.0075626,          0.00018594,             0.95977,             0.95561,             0.97377,             0.74535,            0.020016,           0.0037636,          0.00013695,            0.000991,            0.000991,            0.000991
                 184,            0.017976,           0.0076207,          0.00015875,             0.96056,             0.95573,             0.97375,             0.74553,            0.020015,            0.003764,          0.00013637,           0.0009415,           0.0009415,           0.0009415
                 185,            0.017846,           0.0074947,          0.00013197,             0.95989,             0.95588,             0.97378,             0.74554,            0.020017,           0.0037649,          0.00013593,            0.000892,            0.000892,            0.000892
                 186,            0.018176,           0.0075134,          0.00012814,             0.96078,             0.95609,             0.97433,             0.74614,            0.020016,           0.0037653,          0.00013551,           0.0008425,           0.0008425,           0.0008425
                 187,            0.018109,           0.0075708,          0.00012585,             0.96081,             0.95608,             0.97431,             0.74643,            0.020013,           0.0037655,          0.00013508,            0.000793,            0.000793,            0.000793
                 188,            0.017895,           0.0075148,          0.00011514,             0.95949,             0.95731,             0.97421,             0.74679,            0.020013,           0.0037658,          0.00013463,           0.0007435,           0.0007435,           0.0007435
                 189,            0.017766,           0.0075128,          0.00011522,             0.95944,             0.95732,             0.97443,             0.74681,            0.020011,           0.0037667,          0.00013412,            0.000694,            0.000694,            0.000694
                 190,            0.017708,           0.0075396,          0.00011429,              0.9595,             0.95724,             0.97439,             0.74674,             0.02001,           0.0037671,          0.00013342,           0.0006445,           0.0006445,           0.0006445
                 191,            0.017652,           0.0074107,          0.00011211,             0.95982,              0.9571,              0.9745,             0.74701,            0.020007,            0.003767,          0.00013326,            0.000595,            0.000595,            0.000595
                 192,            0.017789,           0.0075045,          0.00010912,             0.95989,              0.9571,             0.97472,             0.74737,            0.020002,           0.0037674,          0.00013284,           0.0005455,           0.0005455,           0.0005455
                 193,            0.017408,           0.0073578,          0.00011469,             0.96088,              0.9571,             0.97481,             0.74759,            0.020001,           0.0037678,          0.00013235,            0.000496,            0.000496,            0.000496
                 194,            0.017376,           0.0073607,          0.00027286,             0.96099,              0.9571,             0.97518,             0.74766,            0.019998,           0.0037682,          0.00013179,           0.0004465,           0.0004465,           0.0004465
                 195,            0.017436,           0.0073405,          0.00010838,             0.96089,             0.95711,             0.97529,             0.74815,            0.019996,            0.003769,          0.00013146,            0.000397,            0.000397,            0.000397
                 196,            0.017493,           0.0073117,           0.0001072,             0.96097,             0.95711,             0.97533,             0.74814,            0.019993,           0.0037693,          0.00013135,           0.0003475,           0.0003475,           0.0003475
                 197,            0.017414,           0.0074064,          8.6151e-05,             0.95997,             0.95712,             0.97528,               0.748,            0.019991,           0.0037699,          0.00013154,            0.000298,            0.000298,            0.000298
                 198,            0.017173,           0.0073396,          9.3811e-05,             0.96062,              0.9571,             0.97539,             0.74853,            0.019991,           0.0037704,          0.00013107,           0.0002485,           0.0002485,           0.0002485
                 199,            0.017171,           0.0072666,          8.7728e-05,             0.96034,             0.95711,             0.97544,             0.74853,             0.01999,           0.0037712,          0.00013146,            0.000199,            0.000199,            0.000199
